Ubicación física;Título;Autor(es)
DIPA: 6-2-12;Fueguinos, fotografías siglos XIX y XX : imágenes e imaginarios del fin del mundo;
DIMED: V4;Pecar en la Edad Media;
DIMED:V4;<Le> saint chez le sultan : la rencontre de François d'Assise et de l'Islam : huit siècles d'interpretation;
DIMED: V4;<Le> Moyen Age et la Bible;
DIMED:V4;<Les> superstitions au Moyen Age;
DIMED:V4;<Les> superstitions au Moyen Age;
DIMED: V4;<Los> orígenes del arte bizantino : ensayo sobre la formación del arte cristiano;
DIMED: V4;Grégoire le Grand hagiographie : les Dialogues;
DIMED: V4;Construction de l'espace au Moyen Age : pratiques et represéntations;
DIMED: V4;<L'> école carolingienne d'Auxerre de Murethach à Remi 830-908;
DIMED: V4;<La> translation d'Alexandre : recherches sur les structures et les significations du Libro de Alexandre;
DIMED:V4;Robert d'Arbrissel : sex, sin, and salvation in tje Middle Ages;
DIMED:V4;Robert d'Arbrissel : a medieval religious life;
DIMED:V4;<Le> cartulaire de l'abbaye cistercienne de Hautcrêt <(>fin XIIe siècle<)>;
DIMED:V4;<The> place of the Cross in Anglo Saxon England;
DIMED: V5;Peindre à Auxerre au Moyen Age : IX-XIV siècles : 10 ans de recherches à l'abbaye Saint Germain et à la cathédrale Saint Etienne d'Auxerre;
DIMED: V5;Quand la peinture était dans les livres : mélanges en l'honneur de François Avril;
DIMED: V4;<El> contrato político en la Corona de Castilla : cultura y sociedad políticas entre los siglos X al XVI;
DIMED: V4;Semanas de Estudios Romanos : en homenaje a la profesora Giuseppina Grammatico;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DIPA: 6-2-14;Historia de la Patagonia;
DIPA: 6-2-15;Descripción de la la Patagonia : geografía, recursos, costumbres y lengua de sus moradores, 1730-1767;
DIPA: 6-2-16;Corrientes teóricas en antropología : perspectivas desde el siglo XXI;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DIMED:M4;Orígenes históricos del papado;
DIPA: 6-2-17;Arqueología de cazadores y pastores en tierras altas : ocupaciones humanas a lo largo del Holoceno en Pastos Grandes, Puna de Salta, Argentina;
DIMED:V5;<The> Cambridge Companion to medieval french literature;
DIMED:V5;<The> Brown Driver Briggs Hebrew and English lexicon : with an appendix containing the Biblical Aramaic : coded with the numbering system from Strong's Exhaustive Concordance of the Bible;
DIMED:V5;History, fiction, verisimilitude studies in the poetics of Gottfried's Tristan;
DIMED:V5;Gottfried Von Strassburg: Tristan;
DIMED:V5;<The> Arthurian romances of Chrétien de Troyes : once and future fictions;
DIMED:V5;<The> reform of the Frankish church : Chrodegang of Metz and the Regula canonicorum in the eighth  century;
DIMED:V5;Shepherds of the Lord : priest and episcopal statutes in the Carolingian period;
DIMED:V5;"Dictionnaire de théologie catholique : content l'exposé des doctrines de la théologie catholique leurs preuves et leur histoire

";
DIMED:V5;España tardoantigua y visigoda;
DIMED:V5;<El> discurso legal ante la muerte durante la Edad Media en el nordeste peninsular;
DIMED: M4;;
DEGIP: 3-4-14;Votive offerings to Hathor;
DEGIP: 3-4-19;<The> social context of technological change : Egypt and the Near East, 1650-1550 BC;
DEGIP: 3-4-13;Invention and innovation : the social context of technological change 2 : Egypt, the Aegean and the Near East, 1650-1550 BC;
DEGIP: 4-1-14;Naukratis: Greek diversity in Egypt : studies on East Greek pottery and exchange in the Eastern Mediterranean;
DEGIP: 4-1-15;Abusir VII Greek imports in Egypt : graeco egyptian relations during the first millennium B.C;
DEGIP: 2-1-46a;Social and cultural transformation: the archaelogy of transitional periods and dark ages excavation reports;Fuscaldo, PerlaLupo, SilviaBasilico, Susana
DEGIP: 3-4-10;Tombs at Giza;
DEGIP: 3-4-9;<The> Unis cemetery at Saqqara;
DIPA: 6-3-18;Viaje alrededor del mundo precedido de un naufragio;
DEGIP: 4-1-16;Prosopographie des cadres militaires égyptiens du Nouvel Empire;
DIMED:V5;<The> Cambridge History of Christianity;
DIPA: 6-3-19;Glaciares de la Patagonia : de Tierra del Fuego a Laguna San Rafael;
DIPA: 6-3-20;<Los> indios Sirionó de Bolivia Oriental;
DIPA: 6-3-21;<Las> mesetas patagónicas que caen al mar: la costa rionegrina;
DEGIP: 4-1-17;"<The> ancient egyptian <"">Tale of two brothers"" : a mythological, religious, literary, and historico-political study";
DIMED:V5;Silence and sign language in medieval monasticism : the Cluniac tradition c. 900-1200;
DIMED:V5;Diccionario ruso español;
DIPA: 6-3-28;Viaje al río Chubut : aspectos naturalísticos y etnológicos <(>1865-1866<)>;
DIPA: 6-3-30;Treinta años en Tierra del Fuego;
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;
"DIPA: 6-3-23; 6-3-24";Viajes del Adventure y el Beagle : primera expedición hidrográfica a las costas del Sur de Sudamérica;
"DIPA: 6-3-25; 6-3-26";Moluscos magallánicos : guía de moluscos de Patagonia y Sur de Chile;
DIPA: 6-3-22;Mamíferos marinos de Patagonia y Antártida;
DEGIP: 3-4-21;<The> Theban necropolis : past, present and future;
DEGIP: 4-1-19;Sacred space and sacred function in ancient Thebes;
DEGIP: 4-1-20;<A> concise dictionary of Middle Egyptian;
DEGIP: 3-4-8;<A> manual of sumerian grammar and texts;
DIMED: V5;;
DIMED: V5;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DIMED: V5;Alfonso X El Sabio;
DIMED: U3;Reinas medievales en los reinos hispánicos;
DIMED: U3;Rewriting the Middle Ages in the Twentieth Century;
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Acuto, Félix A.Amuedo, ClaudiaKergaraval, MarisaFerrari, AlejadnroGamarra, LucíaGoldín, Ana Laura
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Aldazabal, VerónicaEugenio, Emilio
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Senatore, María XimenaBianchi Villelli, MarciaBuscaglia, SilvanaMarschoff, MaríaNuviala, VictoriaBosoni, ClaudiaStarópoli, Laura 
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Senatore, María XimenaBianchi Villelli, MarciaBuscaglia, SilvanaMarschoff, MaríaNuviala, VictoriaBosoni, ClaudiaStarópoli, Laura 
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Franco, Nora Viviana
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Borrero, Luis AlbertoCharlin, JudithBarberena, RamiroMartín, Fabiana M.Borrazzo, KarenL'Heureux, Lorena
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Carballo Marina, FlaviaManzi, Liliana M.Campan, PatriciaA.Belardi, Juan BautistaTiberi, PedroManero, AmandaSáenz, José Luis
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Borrazzo, KarenMartín, Fabiana M.Barberena, RamiroBorrero, Luis Alberto
DIPA: 6-3-29;Arqueología del extremo sur del continente americano : resultados de nuevos proyectos;Senatore, María XimenaZarankin, AndrésSalerno, Melisa A.Valladares, Iliana V.Cruz, María Jimena
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DIMED: V5;;
DIMED: V5;;
DEGIP: 4-1-22;<The> limits of historiography : genre and narrative in ancient historical texts;
DEGIP: 3-4-11;<The> lost tombs of Saqqara;
DIMED: R3;;
DIMED: R2;;
DIMED: R2;;
DIMED: R2;;
DIMED: R2;;
DIMED: R2;;
DIPA: 6-3-30;Arqueología de rescate en Rincón Chico, provincia del Neuquén;
DIPA: 6-3-30;Arqueología de rescate en Rincón Chico, provincia del Neuquén;Aldazabal, VerónicaEugenio, Emilio
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DEGIP: Hemeroteca;;
DIGEO:;Tesis, tesinas, monografías e informes : nuevas normas y técnicas de investigación y redacción;
DIGEO:;España y el Mediterráneo: una reflexión desde la geografía española : aportación española al 31º Congreso de la Unión Geográfica Internacional;
DIMED:Hemeroteca;;
DIMED:Hemeroteca;;
DIMED:Hemeroteca;;Guglielmi, Nilda
DIMED:Hemeroteca;;Hernández Rodríguez, Alfonso
DIMED:Hemeroteca;;Martínez Gros, Gabriel
DIMED:Hemeroteca;;Rodríguez, Gerardo
DIMED:Hemeroteca;;Rojas Donat, Luis
DIMED:Hemeroteca;;Rubiolo Galíndez, Marcos
DIMED:Hemeroteca;;Amor, Lidia
DIMED:Hemeroteca;;Byock, Jesse L.
DIMED:Hemeroteca;;Barreiro, Santiago
DIPA: 6-1-37;Estrategias de aprovisionamiento y utilización de las materias primas líticas en el campo volcánico Pali Aike <(>prov. Santa Cruz, Argentina<)>;
DEGIP: Hemeroteca;;
DIMED: CAEBIZ;From the Holy Mountain;
DIMED:Hemeroteca;;Navarro, Andrea Mariana
DIMED:Hemeroteca;;Quiroga, Laura
DIMED:Hemeroteca;;Solórzano Telechea, Jesús Angel
DIPA: 6-1-38;Fitz Roy capitan del Beagle : la asombrosa historia del hombre que fue indisensable para que Darwin desarrollara su obra, y que mejoró la seguridad de los navegantes;
DIPA: Hemeroteca;;
DIPA: Hemeroteca;;Barberena, Ramiro, et al.
DIPA: Hemeroteca;;Berón, M.A.Luna, L.H.Barberena, Ramiro
DIMED:R5;Formas narrativas breves en la Edad Media : actas del congreso;
DIMED:R5;<La> ciudad medieval y su influencia territorial : actas;
DIMED:R5;"España y el <"">Sacro Imperio<""> : procesos de cambios, influencias y acciones recíprocas en la época de la <"">europeización<"">, siglos XI-XIII";
DIMED:R5;Guerra y diplomacia en la Europa occidental, 1280-1480;
DIMED: V5;Numismática : concepto y metodología;
DIMED: V3;<The> Holy Qur'an : text and translation;
DIPA: 6-3-23;Caminos y encrucijadas en la gestión del patrimonio arqueológico argentino;
DIPA: 6-3-24;Genealogía de familias tehuelches<->araucanas de la Patagonia central y meridional argentina;
DIMED: R5;;
DIMED: R5;<Los> Agustinos en la edad media 1357-1517;
DIMED: R5;Agustinos: novedad y permanencia : historia y espiritualidad de los orígenes;
DIMED: R5;<La> vida cotidiana en Africa del Norte en tiempos de San Agustín;
DIPA: 6-3-25;Theoretical and methodological issues in evolutionary archaeology toward and unified darwinian paradigm;
DIPA: 6-3-26;Lithic technology;
DIMED: R5;Syriac polemics : studies in honour of Gerrit Jan Reinink;
DIMED: R5;Textos y contextos : exégesis y hermenéutica de obras medievales <(>siglos IV-XIII<)>;
DIMED: R5;De Jure: nuevas lecturas sobre derecho medieval;
DIMED: R5;Saints and other miracles in late antique Gaul;
DIMED: R5;Migraçoes e imigraçoes entre saberes, cultura e religioes no Mundo Antiguo Medieval;
DIMED:R3;Images, iconoclasm, and the Carolingians;
DIMED:R5;<The> Oxford handbook of Byzantine studies;
DIMED:R4;Concordance et indices de la tradition ;
DIMED:R3;<Una> historia nueva de la Alta Edad Media : Europa y el mundo mediterráneo, 400-800;
DIMED:R3;<La> Hacienda Real de Castilla;
DEGIP: 4-1-24;Delta Reports <(>Research in Lower Egypt<)>;
DEGIP: 4-1-23;Parentesco, patronazgo y Estado en las sociedades antiguas;
DEGIP: 4-1-25;<The> political situation in Egypt during the Second Intermediate Period c. 1800-1550 B.C;
DIMED: U2;<El> monacato en los reinos de León y Castilla <(>siglos VII-XIII>)>;
DIPA: 6-3-27;Introducción a la morfometría geométrica :  curso teórico práctico;
DIMED:U2;Caballeros y milagros : violencia y sacralidad en la sociedad feudal;
DIMED:U2;<The> sepulchre of Christ and the medieval west : from the beginning to 1600;
DIMED:U2;Emperadores, obispos, monjes y mujeres : protagonistas del cristianismo antiguo;
DIMED:U2;Medieval islamic political thought;
DIMED:U2;Cronología de la literatura española : I Edad Media;
DIMED:U2;España 1157-1300 : una sociedad desorganizada por la guerra;
DIMED:U2;San Nicolás : de obispo a Santa Claus;
DIMED:U2;<Los> gestos en la literatura medieval;
DIMED:U2;Memorias del futuro : ideología y ficción en el símbolo de Santiago Apóstol;
DIMED:U2;<The> sex lives of saints : an erotics of ancient hagiography;
DIMED:U4;<La> Biblia en la literatura española;
DIMED:U4;<En el> centenario de José María Lacarra <(>1907-2007<)>. Obra dispersa : trabajos publicados entre 1945 y 1950;
DIMED:U4;Historia de Al Andalus según las crónicas medievales : IV : el período de los gobernadores;
DIMED:U3;<¿> Existe una identidad mozárabe ? : historia, lengua y cultura de los cristianos de al<->Andalus, siglos IX-XII;
DIMED:U2;Liturgia hispánica;
DIMED:U2;Historia de Al Andalus : Ibn Al Kardabus : estudio, traducción y notas de Felipe Maíllo Salgado;
DIMED:U2;Idea de la hispanidad;
DIMED:U2;Iconografía de los santos;
DIMED:U2;Cristianismo e Islam en la Edad Media hispana;
DIMED:U3;Reconquest and crusade in medieval Spain;
DIMED:U3;Alexandria in late antiquity : topography and social conflict;
DIMED:U3;Miracles and wonders : the development of the concept of miracle, 1150-1350;
DIMED:U2;<Une> histoire des miracles : du Moyen Age à nos jours;
DIMED:U4;<Los> reyes sabios : cultura y poder en la Antigüedad Tardía y en la Alta Edad Media;
DIMED:U4;<La> fractura historiográfica: las investigaciones de Edad Media y Renacimiento desde el tercer milenio;
DIMED:U3;Scenting salvation : ancient Christianity and the olfactory imagination;
DIMED:U2;<The> construction of authority in ancient Rome and Byzantium : the rhetoric of Empire;
DIMED:U3;Leovigildo, unidad y diversidad de un reinado : discurso leído el día 1 de junio de 2008 en la recepción pública del Excmo. Sr. Don Luis A. García Moreno y contestación por el Excmo. Sr. Don Luis Suárez Fernández;
DIMED:U3;Toledo en época Omeya, ss. VIII-X;
DIMED:U2;Imagined communities : reflections on the origin and spread of nationalism;
DIMED:U2;Urraca I: la corte castellano leonesa en el siglo XII;
DIMED: U2;Constituciones conciliares y sinodales del arzobispado de Sevilla, años 590 al 1604;
DIMED: U3;Rudesindus : la cultura europea del siglo X;
DIMED:U4;<En el> centenario de José María Lacarra <(>1907-2007<)>. Obra dispersa : trabajos publicados entre 1927 y 1944;
DIPA: 6-3-28;Arqueología y etnohistoria de la costa patagónica central en el holoceno tardío;
DIMED: DIMED V3;<The> New Testament of our Lord and Saviour Jesus Christ;
DIMED: CAEBIZ P;Aríus : heresy and tradition;
DIMED: CAEBIZ P;Apocalyptic thought in early christianity;
DIMED:B3;<Les> textes alchimiques;
DIMED:B3;<Les> dents et les ossements humains que mangeait<->on au Moyen Age ?;
DIMED:B3;<Les> traités de musique;
DIMED: R2;Filosofía y liturgia en el Alto Medioevo;
DIMED: R2;Libros morales;
DIMED: R2;Ocho místicas medievales <(>Italia, siglos XIX y XV>)> : el espejo y las tinieblas;
DIMED: R2;Habitar, producir, pensar el espacio rural : de la antigüedad al mundo moderno;
DIMED: R2;Manuscritos ilustrados holandeses;
DIMED: R2;Interpretación literal del génesis;
DIMED: A02;;
DIMED:MD;Actas de las IXª Jornadas de Estudios Medievales;
DIMED:MD;<Del> cristianismo antiguo al cristinanismo medieval: el arte como testimonio;
DIMED:MD;Síntesis de la historia medieval;
DIMED: R5;<Un> magisterio vital: historia, educación y cultura : homenaje a Héctor Herrera Cajas ;
DIPA: 6-3-30;Sed non satiata II : acercamientos en la arqueología latinoamericana;
DIPA: 6-3-31;Perspectivas actuales en arqueología argentina;
DIPA: 6-3-32;<150=ciento cincuenta> años después... : la vigencia de la teoría evolucionista de Charles Darwin;
DEGIP: 4-1-26;<La> diáspora: de experiencia traumática a paradigma eclesiólogo;
DEGIP: 4-1-27;Dios o el Mamón : análisis semiótico del proyecto económico y relacional del Evangelio de Lucas;
DEGIP: 4-1-28;Pobres y ricos en la epístola de Santiago : el desafío de un cristianismo profético ;
DIPA: 6-3-33;Estado actual de las investigaciones realizadas sobre patrimonio cultural en Santa Cruz;
DIMED: P0;Monumenta catechetica hispanoamericana : siglos XVI-XVIII ;
DIMED:H4;"Empereur et prêtre. Etude sur le <"">césaropapisme<""> byzantin";
DEGIP: 4-1-29a;Ancient Naukratis: Part 2: Excavations at a Greek Emporium in Egypt, Part II: the Excavations at Kom Hadid;
DEGIP: 4-1-34;<The> mecanics of Ancient Egyptian magical practice;
DEGIP: 4-1-32;<The> mammals of Ancient Egypt;
DEGIP: 4-1-29b;Ancient Naukratis: vol. 2: The survey at Naukratis and environs : Part 1: The survey at Naukratis;
DEGIP: 4-1-30;<The> A<->Group Royal Cemetery at Qustul: Cemetery L;
DEGIP: 4-1-31;Neolithic, A<->Group, and post A<->Group remains from cemeteries W, V, S, Q, T, and Cave East of Cemetery K ;
DEGIP: 4-1-35;<The> Libyan period in Egypt _ historical and cultural studies into the 21 st<->24th dynasties : proceedings of a Conference at Leiden University, 25-27 October 2007  ;
DEGIP: 4-1-36;Egyptian Royal residences : symposium on Egyptian Royal ideology  ;
DEGIP: 4-1-38;Images et rites de la mort dans l'Egypte ancienne : l'apport des liturgies funéraires;
DIMED:V5;Pecado y delito en la Edad Media : estudio de una relación a partir de la obra jurídica de Alfonso el Sabio;
DEGIP: 4-1-39;Prosopographie des cadres militaires égyptiens de la Basse Epoque;
"DIPA: 6-3-34;6-3-35";Arqueología de la Patagonia : una mirada desde el último confín;
DIMED:V5;Entre el cielo y la tierra: escatología y sociedad en el mundo medieval;
DIPA: 6-3-36;Arqueología y evolución : teoría, metodología y casos de estudio;
DIMED:V5;Castilla y el mundo feudal : homenaje al profesor Julio Valdeón;
DIMED: U4;Historia de la historiografía española;
DIMED: U3;Sacerdocio y reino en la España alto medieval : iglesia y poder político en el Occidente peninsular, siglos VII-XII;
DIMED: U3;<La> historiografía francesa del siglo XX y su acogida en España;
DIMED: U4;<L'> histoire culturelle eb France et en Espagne;
DIMED: U3;<The> reconquest kings of Portugal : political and cultural reorientation on the Medieval frontier;
DIMED: U3;Blood and belief : the circulation of a symbol between Jews and Christians;
DEGIP: 4-1-40;<The> gold of honour in New Kingdom Egypt;
DEGIP: 4-1-41;Grands livres funéraires de l'Egypte pharaonique;
DIPA: 6-3-37;Arqueología de Palike Aike y Cabo Vírgenes : Santa Cruz, Argentina;
DIMED:V0;Cristianos y judíos en contacto en la Edad Media: polémica, conversión, dinero y convivencia ;
DIMED:V0;<La> société byzantine  : l'apport des sceaux ;
DIMED:V0;Church and society in Byzantium under the Comneni 1081-1261;
DIMED:V0;<Au> nom du roi : pratique diplomatique et pouvoir durant le regne de Jacques II D'Aragon <(>1291-1327<)> ;
